Id,OwnerUserId,CreationDate,ParentId,Score,Body
2779,289.0,2008-08-05T20:11:45Z,2770,21,"<p>You need to handle the <code>System.Windows.Forms.Application.ThreadException</code> event for Windows Forms. This article really helped me: <a href=""http://bytes.com/forum/thread236199.html"">http://bytes.com/forum/thread236199.html</a>.</p>"
2789,2089740.0,2008-08-05T20:16:03Z,2780,15,"<p>It's called <a href=""http://en.wikipedia.org/wiki/Alpha_compositing"">alpha blending</a>.</p><p>In psuedocode, assuming the background color (blend) always has 255 alpha. Also assumes alpha is 0-255.</p><pre><code>alpha=argb.alpha()<br>r = (alpha/255)*argb.r() + (1 - alpha/255)*blend.r()<br>g = (alpha/255)*argb.g() + (1 - alpha/255)*blend.g()<br>b = (alpha/255)*argb.b() + (1 - alpha/255)*blend.b()<br></code></pre><p><em>note: you probably need to be a bit (more) careful about floating-point/int math and rounding issues, depending on language. Cast intermediates accordingly</em></p><p><strong>Edited to add:</strong></p><p>If you don't have a background color with an alpha of 255, the algebra gets alot more complicated. I've done it before and it's a fun exercise left to the reader (if you really need to know, ask another question :). </p><p>In other words, what color C blends into some background the same as blending A, then blending B. This is sort of like calculating A+B (which isn't the same as B+A).</p>"
2790,308.0,2008-08-05T20:16:26Z,2770,6,"<p>If you're using VB.NET, you can tap into the very convenient ApplicationEvents.vb.  This file comes for free with a VB.NET WinForms project and contains a method for handling <a href=""http://msdn.microsoft.com/en-us/library/3a02k5s0%28VS.80%29.aspx"">unhandled exceptions</a>.</p><p>To get to this nifty file, it's ""Project Properties &gt;&gt; Application &gt;&gt; Application Events""</p><p>If you're not using VB.NET, then yeah, it's handling <a href=""http://msdn.microsoft.com/en-us/library/system.windows.forms.application.threadexception.aspx"">Application.ThreadException</a>.</p>"
2817,234.0,2008-08-05T20:42:31Z,2770,8,"<p>Currently in my winforms app I have handlers for <code>Application.ThreadException</code>, as above, but also <code>AppDomain.CurrentDomain.UnhandledException</code></p><p>Most exceptions arrive via the <code>ThreadException</code> handler, but the AppDomain one has also caught a few in my experience</p>"
2831,234.0,2008-08-05T20:53:00Z,1760,4,"<p>xUnit.net looks like it provides a slightly different approach to N/MB/MS/Unit, which is interesting.</p><p>In my search for an rspec-like solution (because I LOVE the rspec), I also came across <a href=""http://nspec.tigris.org/"" rel=""nofollow"">NSpec</a>, which looks a bit wordy, but combined with the <a href=""http://code.google.com/p/nspec-extensions/"" rel=""nofollow"">NSpec Extensions</a> addon to use C#3 extension methods, it looks pretty nice.</p>"
2843,36.0,2008-08-05T20:59:21Z,2840,32,"<p>You can use <code>the Row_Number()</code> function.Its used as follows:</p><pre><code>SELECT Row_Number() OVER(ORDER BY UserName) As RowID, UserFirstName, UserLastNameFROM Users</code></pre><p>From which it will yield a result set with a <code>RowID</code> field which you can use to page between.</p><pre><code>SELECT * FROM     ( SELECT Row_Number() OVER(ORDER BY UserName) As RowID, UserFirstName, UserLastName      FROM Users     ) As RowResultsWHERE RowID Between 5 AND 10</code></pre><p>etc</p>"
2855,36.0,2008-08-05T21:05:10Z,2840,0,"<p>I believe you'd need to perform a separate query to accomplish that unfortionately.</p><p>I was able to accomplish this at my previous position using some help from this page:<a href=""http://aspnet.4guysfromrolla.com/articles/031506-1.aspx"" rel=""nofollow"">Paging in DotNet 2.0</a></p><p>They also have it pulling a row count seperately.</p>"
2908,1384652.0,2008-08-05T21:52:44Z,2900,1,"<p>Just to check, if you use <strong>just</strong> this part you get an error?</p><pre><code>&lt;?phpinclude(""../includes/connect.php"");$query = ""SELECT * from story"";$result = mysql_query($query) or die(mysql_error());</code></pre><p>If so, do you still get an error if you copy and paste one of those Inserts into this page, I am trying to see if it's local to the page or that actual line.</p><p>Also, can you post a copy of the connection calls (minus passwords), unless the inserts use exactly the same syntax as this example.</p>"
2911,271.0,2008-08-05T21:56:20Z,2900,1,"<p>Does the apache user require a password to connect to the database?  If so, then the fact that it says ""using password: NO"" would lead me to believe that the code is trying to connect without a password.</p><p>If, however, the apache user doesn't require a password, a double-check of the permissions may be a good idea (which you mentioned you already checked).  It may still be beneficial to try executing something like this at a mysql prompt:</p><blockquote>  <p><code>GRANT ALL PRIVILEGES ON</code> <em>databasename</em><code>.* to 'apache'@'localhost';</code></p></blockquote><p>That syntax should be correct.  </p><p>Other than that, I'm just as stumped as you are.</p>"
2915,457.0,2008-08-05T22:02:23Z,2900,0,"<p>If indeed you are able to insert using the same connection calls, your problem most likely lies in the user ""apache"" not having SELECT permissions on the database. If you have phpMyAdmin installed you can look at the permissions for the user in the Privileges pane. phpMyAdmin also makes it very easy to modify the permissions.</p><p>If you only have access to the command line, you can check the permissions from the mysql database.</p><p>You'll probably need to do something like: </p><p>GRANT SELECT ON myDatabase.myTable TO 'apache'@'localhost';</p>"
2943,454.0,2008-08-05T22:40:40Z,2900,0,"<blockquote>  <p>Just to check, if you use just this part you get an error?</p>    <p>If so, do you still get an error if you copy and paste one of those Inserts into this >page, I am trying to see if it's local to the page or that actual line.</p>    <p>Also, can you post a copy of the connection calls (minus passwords), unless the inserts >use exactly the same syntax as this example.</p></blockquote><p>Here is what is in the connection.php file.  I linked to the file through an include in the same fashion as where I execute the INSERT queries elsewhere in the code.</p><pre><code>$conn = mysql_connect(""localhost"", ******, ******) or die(""Could not connect"");mysql_select_db(""adbay_com_-_cms"") or die(""Could not select database"");</code></pre><p>I will try the working INSERT query in this area to check that out.</p><p>As to the others posting about the password access.  I did, as stated in my first posting, check permissions.  I used phpMyAdmin to verify that the permissions for the user account I was using were correct.  And if it matters at all, apache@localhost is not the name of the user account that I use to get into the database.  I don't have any user accounts with the name apache in them at all for that matter.</p>"
2973,92.0,2008-08-06T00:00:22Z,2970,3,"<p>With a six word character password, he may have been brute forced.  That is more likely than his ftp being intercepted, but it could be that too.</p><p>Start with a stronger password. (8 characters is still fairly weak)</p><p>See if this link to an internet <a href=""http://blog.modsecurity.org/2008/01/is-your-website.html"" rel=""nofollow"">security blog</a> is helpful.</p>"
2975,204.0,2008-08-06T00:05:34Z,2900,6,"<blockquote>  <p>And if it matters at all, apache@localhost is not the name of the user account that I use to get into the database. I don't have any user accounts with the name apache in them at all for that matter.</p></blockquote><p>If it is saying 'apache@localhost' the username is not getting passed correctly to the MySQL connection. 'apache' is normally the user that runs the httpd process (at least on Redhat-based systems) and if no username is passed during the connection MySQL uses whomever is calling for the connection.</p><p>If you do the connection right in your script, not in a called file, do you get the same error?</p>"
2976,204.0,2008-08-06T00:16:07Z,2970,13,"<p>Try and gather as much information as you can. See if the host can give you a log showing all the FTP connections that were made to your account. You can use those to see if it was even an FTP connection that was used to make the change and possibly get an IP address.</p><p>If you're using a prepacked software like Wordpress, Drupal, or anything else that you didn't code there may be vulnerabilities in upload code that allows for this sort of modification. If it is custom built, double check any places where you allow users to upload files or modify existing files.</p><p>The second thing would be to take a dump of the site as-is and check everything for other modifications. It may just be one single modification they made, but if they got in via FTP who knows what else is up there.</p><p>Revert your site back to a known good status and, if need be, upgrade to the latest version.</p><p>There is a level of return you have to take into account too. Is the damage worth trying to track the person down or is this something where you just live and learn and use stronger passwords?</p>"
2978,419.0,2008-08-06T00:24:23Z,2970,2,"<P>Is the site just plain static HTML? i.e. he hasn't managed to code himself an upload page that permits anyone driving by to upload compromised scripts/pages?</P><P>Why not ask webhost4life if they have any FTP logs available and report the issue to them. You never know, they may be quite receptive and find out for you exactly what happened? </P><P>I work for a shared hoster and we always welcome reports such as these and can usually pinpoint the exact vector of attack based and advise as to where the customer went wrong.</P>"
3055,116.0,2008-08-06T03:31:22Z,2970,5,"<p>You mention your Dad was using a website publishing tool.</p><p>If the publishing tool publishes from his computer to the server, it may be the case that his local files are clean, and that he just needs to republish to the server.</p><p>He should see if there's a different login method to his server than plain FTP, though... that's not very secure because it sends his password as clear-text over the internet.</p>"
3129,232.0,2008-08-06T06:39:12Z,2780,1,"<p>if you don't need to know this pre-render, you could always use the win32 method of getpixel, I believe. </p><p>Note: typing on iPhone in the middle of Missouri with no inet access. Will look up real win32 example and see if there is a .net equivalent.</p><p>In case anyone cares, and doesn't want to use the (excellent) answer posted above, you can get the color value of a pixel in .Net via this link <a href=""http://msdn.microsoft.com/en-us/library/system.drawing.bitmap.getpixel.aspx"" rel=""nofollow"">MSDN example</a></p>"
3162,342.0,2008-08-06T08:28:14Z,3150,2,"<p>I use <a href=""https://github.com/unittest-cpp"" rel=""nofollow"">UnitTest++</a>.</p><p>In the years since I made this post the source has moved from SourceForge to github.  Also the <a href=""https://github.com/unittest-cpp/unittest-cpp/wiki/Writing-More-Tests-With-the-Bowling-Game-Kata"" rel=""nofollow"">example tutorial</a> is now more agnostic - doesn't go into any configuration or project set up at all.</p><p>I doubt it will still work for Visual Studio 6 as the project files are now created via CMake. If you still need the older version support you can get the last available version under the <a href=""https://github.com/unittest-cpp/unittest-cpp/tree/sourceforge"" rel=""nofollow"">SourceForge</a> branch.</p>"
3188,91.0,2008-08-06T08:52:51Z,3180,35,"<p>I use it, especially since the hosted Version of FugBugz <a href=""http://stackoverflow.com/questions/3180/anyone-soloing-using-fogbugz#3581"">is free for up to 2 people</a>. I found it a lot nicer than paper as I'm working on multiple projects, and my paper tends to get rather messy once you start making annotations or if you want to re-organize and shuffle tasks around, mark them as complete only to see that they are not complete after all...</p><p>Plus, the Visual Studio integration is really neat, something paper just cannot compete with. Also, if you lay the project to rest for 6 months and come back, all your tasks and notes are still there, whereas with paper you may need to search all the old documents and notes again, if you did not discard it.</p><p>But that is just the point of view from someone who is not really good at staying organized :-) If you are a really tidy and organized person, paper may work better for you than it does for me.</p><p>Bonus suggestion: Run Fogbugz on a second PC (or a small Laptop like the eeePC) so that you always have it at your fingertips. The main problem with Task tracking programs - be it FogBugz, Outlook, Excel or just notepad - is that they take up screen space, and my two monitors are usually full with Visual Studio, e-Mail, Web Browsers, some Notepads etc.</p>"
3245,267.0,2008-08-06T10:05:25Z,3180,7,"<p>I use it as well and quite frankly wouldn't want to work without it.</p><p>I've always had some kind of issue tracker available for the projects I work on and thus am quite used to updating it. With FB6 the process is now even better.</p><p>Since FB also integrates with Subversion, the source control tool I use for my projects, the process is really good and I have two-way links between the two systems now. I can click on a case number in the Subversion logs and go to the case in FB, or see the revisions bound to a case inside FB.</p>"
3274,493.0,2008-08-06T10:46:14Z,3180,14,"<P>When I was working for myself doing my consulting business I signed up for a hosted account and honestly I couldn't have done without it. </P><P>What I liked most about it was it took 30 seconds to sign up for an account and I was then able to integrate source control using sourcegear vault (which is an excellent source control product and free for single developers) set up projects, clients, releases and versions and monitor my progress constantly.</P><P>One thing that totally blew me away was that I ended up completely abandoning outlook for all work related correspondence. I could manage all my client interactions from within fogbugz and it all just worked amazingly well.</P><P>In terms of overhead, one of the nice things you could do was turn anything into a case. Anything that came up in your mind while you were coding, you simply created a new email, sent it to fogbugz and it was instantly added as an item for review later.</P><P>I would strongly recommend you get yourself one of the hosted accounts and give it a whirl</P>"
3288,199.0,2008-08-06T11:12:48Z,3260,8,"<p>You could try signal averaging, i.e. for each point, average the value with the surrounding 3 or more points. If the noise blips are huge, then even this may not help.</p><p>I realise that this was language agnostic, but guessing that you are using LabView, there are lots of pre-packaged signal processing VIs that come with LabView that you can use to do smoothing and noise reduction. The <a href=""http://forums.ni.com/"">NI forums</a> are a great place to get more specialised help on this sort of thing.</p>"
3289,383.0,2008-08-06T11:17:29Z,3260,0,"<p>You could apply some <a href=""http://en.wikipedia.org/wiki/Standard_deviations"" rel=""nofollow"">Standard Devision</a> to your logic and take notice of peaks over x%.</p>"
3299,488.0,2008-08-06T11:38:05Z,3260,2,"<p>I think you want to <a href=""http://en.wikipedia.org/wiki/Cross-correlation"" rel=""nofollow"">cross-correlate</a> your signal with an expected, exemplar signal. But, it has been such a long time since I studied signal processing and even then I didn't take much notice.</p>"
3300,279.0,2008-08-06T11:38:37Z,3260,0,"<p>I don't know very much about instrumentation, so this might be totally impractical, but then again it might be a helpful different direction.  If you know how the readings can fail, and there is a certain interval between peaks given such failures, why not do gradient descent at each interval.  If the descent brings you back to an area you've searched before, you can abandon it.  Depending upon the shape of the sampled surface, this also might help you find peaks faster than search.</p>"
3310,257.0,2008-08-06T12:10:55Z,3230,0,You'd be looking to static link (as opposed to dynamically link)I'm not sure how many of the MS redistributables statically link in.
3405,419.0,2008-08-06T13:57:28Z,3400,2,"<p>The wildcard character in SQL Server is the <code>%</code> sign and it works just fine, leading, trailing or otherwise.</p><p>That said, if you're going to be doing any kind of serious full text searching then I'd consider utilising the Full Text Index capabilities. Using <code>%</code> and <code>_</code> wild cards will cause your database to take a serious performance hit.</p>"
3413,383.0,2008-08-06T14:00:57Z,3400,0,<pre><code>% Matches any number of characters<br>_ Matches a single character<br></code></pre><p>I've never used Full-Text indexing but you can accomplish rather complex and fast search queries with simply using the build in T-SQL string functions.</p>
3422,60.0,2008-08-06T14:03:59Z,3400,3,"<p>One thing worth keeping in mind is that leading wildcard queries come at a significant performance premium, compared to other wildcard usages.</p>"
3427,91.0,2008-08-06T14:07:59Z,3400,12,"<p>The problem with leading Wildcards: They cannot be indexed, hence you're doing a full table scan.</p>"
3451,186.0,2008-08-06T14:24:29Z,3400,0,<p>Using the '%' character I've searched our database using something like the following:</p><pre><code>SELECT name FROM TblNames WHERE name LIKE '%overflow'</code></pre><p>Using this form or query can be slow at times but we only use it for the occasional manual search.</p>
3454,277.0,2008-08-06T14:26:08Z,1970,5,"<p>I have only really used PL/pgSQL, but that was because I needed a few stored procedures relatively fast and didn't want to add extra modules to the server.</p><p>Longer term, I would probably use PL/Perl or PL/Python, as I use perl for quick scripting and have been looking at python for a while now.</p><p>One thing I have found is that there is a lack of good documentation for that on the PostgreSQL site. The manuals were thorough as a reference, but did not work well as a tutorial to help show people how it should be done.</p><p>That, combined with a very good debugging environment, meant that my first experience of writing procedures involved looking at weird syntax errors for a long time.</p><p>If someone knows of a good site with tutorials etc for PostgreSQL programming, I would love to get a link to it.</p>"
3473,419.0,2008-08-06T14:39:09Z,3470,5,"<P>You should take a look at the UNPIVOT clause.</P><P><STRONG>Update1</STRONG>: GateKiller, strangely enough I read an article (about something unrelated) about it this morning and I'm trying to jog my memory where I saw it again, had some decent looking examples too. It'll come back to me I'm sure.</P><P><STRONG>Update2</STRONG>: Found it: <A href=""http://weblogs.sqlteam.com/jeffs/archive/2008/04/23/unpivot.aspx"" rel=""nofollow"">http://weblogs.sqlteam.com/jeffs/archive/2008/04/23/unpivot.aspx</A></P>"
3475,91.0,2008-08-06T14:39:17Z,3470,0,"<p><a href=""http://msdn.microsoft.com/en-us/library/ms180026.aspx"" rel=""nofollow"">UNION</a> should be your friend:</p><pre><code>SELECT Column1 FROM table WHERE idColumn = 1<br>UNION ALL<br>SELECT Column2 FROM table WHERE idColumn = 1<br>UNION ALL<br>SELECT Column3 FROM table WHERE idColumn = 1<br></code></pre><p>but it can <a href=""http://blog.falafel.com/2006/01/20/TSQLTipAvoidUNION.aspx"" rel=""nofollow"">also be your foe</a> on large result sets.</p>"
3478,507.0,2008-08-06T14:41:29Z,3470,0,"<P>If you have a fixed set of columns and you know what they are, you can basically do a series of subselects </P><P><CODE>(SELECT Column1 AS ResultA FROM TableA) as R1</CODE> </P><P>and join the subselects. All this in a single query.</P>"
3511,91.0,2008-08-06T14:57:01Z,3510,21,"<p><a href=""http://www.easymaths.com/What_on_earth_is_Bodmas.htm""><a href=""http://www.easymaths.com/What_on_earth_is_Bodmas.htm"">http://www.easymaths.com/What_on_earth_is_Bodmas.htm</a></a>:</p><blockquote>  <p>What do you think the answer to 2 + 3 x 5 is?</p>    <p>Is it (2 + 3) x 5 = 5 x 5 = 25 ?</p>    <p>or 2 + (3 x 5) = 2 + 15 = 17 ?</p>    <p>BODMAS can come to the rescue and give us rules to follow so that we always get the right answer:</p>    <p>(B)rackets (O)rder (D)ivision (M)ultiplication (A)ddition (S)ubtraction</p>    <p>According to BODMAS, multiplication should always be done before addition, therefore 17 is actually the correct answer according to BODMAS and will also be the answer which your calculator will give if you type in 2 + 3 x 5 .</p></blockquote><p>Why it is useful in programming? No idea, but i assume it's because you can get rid of some brackets? I am a quite defensive programmer, so my lines can look like this:</p><pre><code>result = (((i + 4) - (a + b)) * MAGIC_NUMBER) - ANOTHER_MAGIC_NUMBER;</code></pre><p>with BODMAS you can make this a bit clearer:</p><pre><code>result = (i + 4 - (a + b)) * MAGIC_NUMBER - ANOTHER_MAGIC_NUMBER;</code></pre><p>I think i'd still use the first variant - more brackets, but that way i do not have to learn yet another rule and i run into less risk of forgetting it and causing those weird hard to debug errors?</p><p>Just guessing at that part though.</p><p>Mike Stone EDIT: Fixed math as Gaius points out</p>"
3513,48.0,2008-08-06T14:59:36Z,3470,0,"<p>I'm not sure of the SQL Server syntax for this but in MySQL I would do</p><pre><code>SELECT IDColumn, ( IF( Column1 &gt;= 3, 1, 0 ) + IF( Column2 &gt;= 3, 1, 0 ) + IF( Column3 &gt;= 3, 1, 0 ) + ... [snip ] )  AS NumberOfColumnsGreaterThanThreeFROM TableA;</code></pre><p>EDIT: A very (very) brief Google search tells me that the <code>CASE</code> statement does what I am doing with the <code>IF</code> statement in MySQL.  You may or may not get use out of <a href=""http://www.craigsmullins.com/ssu_0899.htm"" rel=""nofollow"">the Google result I found</a></p><p>FURTHER EDIT: I should also point out that this isn't an answer to your question but an alternative solution to your actual problem.</p>"
3515,448.0,2008-08-06T15:01:15Z,3510,8,"<p>Another version of this (in middle school) was ""Please Excuse My Dear Aunt Sally"".</p><ul><li>Parentheses</li><li>Exponents</li><li>Multiplication</li><li>Division</li><li>Addition</li><li>Subtraction</li></ul><p>The mnemonic device was helpful in school, and still useful in programming today.</p>"
3518,437.0,2008-08-06T15:03:35Z,3510,5,"<p>Order of operations in an expression, such as:</p><pre><code>foo * (bar + baz^2 / foo)</code></pre><ul><li><strong>B</strong>rackets first</li><li><strong>O</strong>rders (ie Powers and Square Roots, etc.)</li><li><strong>D</strong>ivision and <strong>M</strong>ultiplication (left-to-right)</li><li><strong>A</strong>ddition and <strong>S</strong>ubtraction (left-to-right)</li></ul><p>source: <a href=""http://www.mathsisfun.com/operation-order-bodmas.html"" rel=""nofollow"">http://www.mathsisfun.com/operation-order-bodmas.html</a></p>"
3521,519.0,2008-08-06T15:08:11Z,3400,3,"<P>From SQL Server Books Online:</P><BLOCKQUOTE><P>To write full-text queries in Microsoft SQL Server 2005, you must learn how to use the CONTAINS and FREETEXT Transact-SQL predicates, and the CONTAINSTABLE and FREETEXTTABLE rowset-valued functions.</P></BLOCKQUOTE><P>That means all of the queries written above with the % and _ are not valid full text queries.</P><P>Here is a sample of what a query looks like when calling the CONTAINSTABLE function.</P><BLOCKQUOTE><P>SELECT RANK , * FROM TableName , CONTAINSTABLE (TableName, <EM>, ' ""</EM>WildCard"" ') searchTable WHERE [KEY] = TableName.pk ORDER BY searchTable.RANK DESC</P></BLOCKQUOTE><P>In order for the CONTAINSTABLE function to know that I'm using a wildcard search, I have to wrap it in double quotes. I can use the wildcard character * at the beginning or ending. There are a lot of other things you can do when you're building the search string for the CONTAINSTABLE function. You can search for a word near another word, search for inflectional words (drive = drives, drove, driving, and driven), and search for synonym of another word (metal can have synonyms such as aluminum and steel).</P><P>I just created a table, put a full text index on the table and did a couple of test searches and didn't have a problem, so wildcard searching works as intended.</P><P>[Update]</P><P>I see that you've updated your question and know that you need to use one of the functions.</P><P>You can still search with the wildcard at the beginning, but if the word is not a full word following the wildcard, you have to add another wildcard at the end.</P>Example:  ""*ildcar"" will look for a single word as long as it ends with ""ildcar"".<BR><BR>Example:  ""*ildcar*"" will look for a single word with ""ildcar"" in the middle, which means it will match ""wildcard"".  [Just noticed that Markdown removed the wildcard characters from the beginning and ending of my quoted string here.]<BR><P>[Update #2]</P><P>Dave Ward - Using a wildcard with one of the functions shouldn't be a huge perf hit. If I created a search string with just ""*"", it will not return all rows, in my test case, it returned 0 records.</P>"
3523,443.0,2008-08-06T15:08:52Z,3180,12,"<p>In addition to the benefits already mentioned, another nice feature of using FogBugz is BugzScout, which you can use to report errors from your app and log them into FogBugz automatically.  If you're a one person team, chances are there are some bugs in your code you've never seen during your own testing, so it's nice to have those bugs found ""in the wild"" automatically reported and logged for you.</p>"
3525,37.0,2008-08-06T15:11:01Z,3510,4,<p>When I learned this in grade school (in Canada) it was referred to as BEDMAS:</p><p><strong>B</strong>rackets <br><strong>E</strong>xponents <br><strong>D</strong>ivision <br><strong>M</strong>ultiplication <br><strong>A</strong>ddition <br><strong>S</strong>ubtraction</p><p>Just for those from this part of the world...</p>
3527,121.0,2008-08-06T15:12:30Z,3510,1,"<p>I'm not really sure how applicable to programming the old BODMAS mnemonic is anyways.  There is no guarantee on order of operations between languages, and while many keep the standard operations in that order, not all do.  And then there are some languages where order of operations isn't really all that meaningful (Lisp dialects, for example).  In a way, you're probably better off for programming if you forget the standard order and either use parentheses for everything(eg (a*b) + c) or specifically learn the order for each language you work in.</p>"
3533,26.0,2008-08-06T15:16:32Z,3470,1,"<p>I had to do this for a project before. One of the major difficulties I had was explaining what I was trying to do to other people. I spent a ton of time trying to do this in SQL, but I found the pivot function woefully inadequate. I do not remember the exact reason why it was, but it is too simplistic for most applications, and it isn't full implemented in MS SQL 2000. I wound up writing a pivot function in .NET. I'll post it here in hopes it helps someone, someday. </p><pre><code> ''' &lt;summary&gt;<br>    ''' Pivots a data table from rows to columns<br>    ''' &lt;/summary&gt;<br>    ''' &lt;param name=""dtOriginal""&gt;The data table to be transformed&lt;/param&gt;<br>    ''' &lt;param name=""strKeyColumn""&gt;The name of the column that identifies each row&lt;/param&gt;<br>    ''' &lt;param name=""strNameColumn""&gt;The name of the column with the values to be transformed from rows to columns&lt;/param&gt;<br>    ''' &lt;param name=""strValueColumn""&gt;The name of the column with the values to pivot into the new columns&lt;/param&gt;<br>    ''' &lt;returns&gt;The transformed data table&lt;/returns&gt;<br>    ''' &lt;remarks&gt;&lt;/remarks&gt;<br>    Public Shared Function PivotTable(ByVal dtOriginal As DataTable, ByVal strKeyColumn As String, ByVal strNameColumn As String, ByVal strValueColumn As String) As DataTable<br>        Dim dtReturn As DataTable<br>        Dim drReturn As DataRow<br>        Dim strLastKey As String = String.Empty<br>        Dim blnFirstRow As Boolean = True<br><br>        ' copy the original data table and remove the name and value columns<br>        dtReturn = dtOriginal.Clone<br>        dtReturn.Columns.Remove(strNameColumn)<br>        dtReturn.Columns.Remove(strValueColumn)<br><br>        ' create a new row for the new data table<br>        drReturn = dtReturn.NewRow<br><br>        ' Fill the new data table with data from the original table<br>        For Each drOriginal As DataRow In dtOriginal.Rows<br><br>            ' Determine if a new row needs to be started<br>            If drOriginal(strKeyColumn).ToString &lt;&gt; strLastKey Then<br><br>                ' If this is not the first row, the previous row needs to be added to the new data table<br>                If Not blnFirstRow Then<br>                    dtReturn.Rows.Add(drReturn)<br>                End If<br><br>                blnFirstRow = False<br>                drReturn = dtReturn.NewRow<br><br>                ' Add all non-pivot column values to the new row<br>                For Each dcOriginal As DataColumn In dtOriginal.Columns<br>                    If dcOriginal.ColumnName &lt;&gt; strNameColumn AndAlso dcOriginal.ColumnName &lt;&gt; strValueColumn Then<br>                        drReturn(dcOriginal.ColumnName.ToLower) = drOriginal(dcOriginal.ColumnName.ToLower)<br>                    End If<br>                Next<br>                strLastKey = drOriginal(strKeyColumn).ToString<br>            End If<br><br>            ' Add new columns if needed and then assign the pivot values to the proper column<br>            If Not dtReturn.Columns.Contains(drOriginal(strNameColumn).ToString) Then<br>                dtReturn.Columns.Add(drOriginal(strNameColumn).ToString, drOriginal(strValueColumn).GetType)<br>            End If<br>            drReturn(drOriginal(strNameColumn).ToString) = drOriginal(strValueColumn)<br>        Next<br><br>        ' Add the final row to the new data table<br>        dtReturn.Rows.Add(drReturn)<br><br>        ' Return the transformed data table<br>        Return dtReturn<br>    End Function<br></code></pre>"
3543,399.0,2008-08-06T15:24:00Z,3530,37,"<p>from <a href=""http://www.timocracy.com/articles/2008/02/21/calling-invoking-rails-rake-tasks-from-within-ruby-for-testing-try-2"">timocracy.com</a>:</p><pre><code>require 'rake'require 'rake/rdoctask'require 'rake/testtask'require 'tasks/rails'def capture_stdout  s = StringIO.new  oldstdout = $stdout  $stdout = s  yield  s.stringensure  $stdout = oldstdoutendRake.application.rake_require '../../lib/tasks/metric_fetcher'results = capture_stdout {Rake.application['metric_fetcher'].invoke}</code></pre>"
3571,519.0,2008-08-06T15:42:19Z,1610,3,"<P>If I understand your question, you want to affect what columns are returned first, second, third, etc in <STRONG>existing</STRONG> queries, right?</P><P>If all of your queries are written with SELECT * FROM TABLE - then they will show up in the output as they are layed out in SQL. If your queries are written with SELECT Field1, Field2 FROM TABLE - then the order they are layed out in SQL does not matter.</P>"
3581,91.0,2008-08-06T15:46:49Z,3180,18,"<p>Go to <a href=""http://www.fogbugz.com/"" rel=""nofollow"">http://www.fogbugz.com/</a> then at the bottom under ""Try It"", sign up.</p><p>under Settings =&gt; Your FogBugz Hosted Account, it should either already say ""Payment Information:    Using Student and Startup Edition."" or there should be some option/link to turn on the Student and Startup Edition.</p><p>And yes, it's not only for Students and Startups, I asked their support :-)</p><p>Disclaimer: I'm not affiliated with FogCreek and Joel did not just deposit money in my account.</p>"
3603,536.0,2008-08-06T16:07:06Z,1760,7,"<p>We use NUnit and <a href=""http://mbunit.com"" rel=""nofollow"">MBUnit</a> here. We use <a href=""http://testdriven.net"" rel=""nofollow"">TestDriven.NET</a> to run the unit tests from within Visual Studio. We use the excellent, highly recommended <a href=""http://www.ayende.com/projects/rhino-mocks/downloads.aspx"" rel=""nofollow"">RhinoMocks</a> as a mock framework.</p>"
3637,541.0,2008-08-06T16:28:19Z,260,5,"<p>If you don't want to use the DLR you can <a href=""http://docs.codehaus.org/display/BOO/Boo+as+an+embedded+scripting+language"" rel=""nofollow"">use Boo (which has an interpreter)</a> or you could consider <a href=""http://www.codeplex.com/scriptdotnet"" rel=""nofollow"">the Script.NET (S#) project on CodePlex</a>. With the Boo solution you can choose between compiled scripts or using the interpreter, and Boo makes a nice scripting language, has a flexible syntax and an extensible language via its open compiler architecture. Script.NET looks nice too, though, and you could easily extend that language as well as its an open source project and uses a very friendly Compiler Generator (<a href=""http://www.codeplex.com/irony"" rel=""nofollow"">Irony.net</a>).</p>"
3833,35.0,2008-08-06T18:44:55Z,3790,1,"<p>You didn't mention for what OS, but the <a href=""http://www.microsoft.com/downloads/details.aspx?familyid=013BB284-3946-44A9-AC3C-BF2A569EAA72&amp;displaylang=en"" rel=""nofollow"" title=""Microsoft Download Center"">WMI Redistributable Components version 1.0</a> definitely exists.</p><p>For Windows Server 2003, the WMI SDK and redistributables are part of the <a href=""http://www.microsoft.com/downloads/details.aspx?FamilyId=484269E2-3B89-47E3-8EB7-1F2BE6D7123A&amp;displaylang=en"" rel=""nofollow"" title=""Windows Server 2003 SDK Full Download"">Server SDK</a></p><p><em>I believe</em> that the same is true for the <a href=""http://www.microsoft.com/downloads/details.aspx?FamilyId=F26B1AA4-741A-433A-9BE5-FA919850BDBF&amp;displaylang=en"" rel=""nofollow"" title=""Microsoft Download Center"">Server 2008 SDK</a></p>"
3979,571.0,2008-08-06T21:03:00Z,1760,1,"<p>I used to use NUnit, but I switched to MbUnit since it has more features.  I love RowTest.  It lets you parametrize your tests.  NUnit does have a litter bit better tool support though.  I am using ReSharper to run MbUnit Tests.  I've had problems with TestDriven.NET running my SetUp methods for MbUnit.</p>"
4117,571.0,2008-08-06T23:29:21Z,4110,0,"<P>If you are talking about MS SQL Server tables, I like the diagram support in SQL Server Management Studio. You just drag the tables from the explorer onto the canvas, and they are laid out for you along with lines for relationships. You'll have to do some adjusting by hand for the best looking diagrams, but it is a decent way to get diagrams.</P>"
